Gene_ID,Tau,Maximum_Tissue,Maximum_Median_TPM,Maximum_Tissue_Group,Tissues_with_Median_TPM_ge_5,Number_of_Tissues_with_Median_TPM_ge_5,Full_Gene_ID,Chromosome,Sequence_ID,Start,End,Strand,Gene_Length_bp,Description,Description_full,GO,InterPro,Pfam,PANTHER,Gene3D,Prosite,Superfamily,SMART,Dbxref_raw,Gene3D_IPRscan,PANTHER_IPRscan,Pfam_IPRscan,Prosite_IPRscan,Superfamily_IPRscan,SMART_IPRscan,PRINTS_IPRscan,Coils_IPRscan,TIGRFAM_IPRscan,Hamap_IPRscan,PIRSF_IPRscan,IPRscan_domain_descriptions,IPRscan_protein_isoforms,IPRscan_databases,IPRscan_unique_signatures,IPRscan_total_matches,Pfam_combined,PANTHER_combined,Gene3D_combined,Prosite_combined,Superfamily_combined,SMART_combined,TF_Family,TF_Mapping_Status,TF_Family_Conflict,Any_Ambiguous_Mapping,Number_of_supporting_NCBI_genes,Number_of_supporting_TF_proteins,Supporting_NCBI_genes,Supporting_PlantTFDB_Proteins,Maximum_Percent_Identity,Maximum_Query_Coverage,Maximum_Bitscore,Number_of_Tissues_TPM_ge_1,Number_of_Tissues_TPM_ge_5,Minimum_Median_TPM,Maximum_Median_TPM_Recalculated,Mean_Median_TPM,Median_Median_TPM,SD_Median_TPM,CV_Median_TPM,Maximum_Tissue_Recalculated,Expression_Class,Housekeeping_Stability_Score
Ca_06375,0.37544194379156515,Root Hair,17.562033,Root/Nodule,Root Hair;Root tip;Germinating Seedling;Endosperm;Flower 1;Seed 10 dap;Androecium;Embryo;Flower bud 4;Flower bud 3;Petal;Flower 5;Flower bud 2;Young leaf;Pedicel;Seed Coat;Sepal;Flower 3;Mature leaf;Pod Shell;Flower 2;Root;Shoot;Gynoecium;Seed 20 dap;Bracteole;Seed 5 dap;Flower bud 1;Flower 4,29,cicar.CDCFrontier.gnm2.ann1.Ca_06375,chr03,cicar.CDCFrontier.gnm2.chr03,54801945,54804833,+,2889,putative glucose-6-phosphate 1-epimerase-like isoform X2 [Glycine max],"putative glucose-6-phosphate 1-epimerase-like isoform X2 [Glycine max]; IPR008183 (Aldose 1-/Glucose-6-phosphate 1-epimerase), IPR011013 (Galactose mutarotase-like domain); GO:0003824 (catalytic activity), GO:0005975 (carbohydrate metabolic process), GO:0016853 (isomerase activity), GO:0030246 (carbohydrate binding)","GO:0003824,GO:0005975,GO:0016853,GO:0030246",IPR008183;IPR011013;IPR014718,PF01263,PTHR11122;PTHR11122:SF9,G3DSA:2.70.98.10,NA,SSF74650,NA,"Gene3D:G3DSA:2.70.98.10,InterPro:IPR008183,InterPro:IPR011013,InterPro:IPR014718,PANTHER:PTHR11122,PANTHER:PTHR11122:SF9,Pfam:PF01263,Superfamily:SSF74650",G3DSA:2.70.98.10,PTHR11122;PTHR11122:SF9,PF01263,NA,SSF74650,NA,NA,NA,NA,NA,NA,Aldose 1-epimerase,1,4,5,5,PF01263,PTHR11122;PTHR11122:SF9,G3DSA:2.70.98.10,NA,SSF74650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,4.241079,17.562033,11.1745568125,11.258314500000001,3.247394981110544,0.29060615428416514,Root Hair,Ubiquitous,0.6660480980757303
Ca_23532,0.3731763397426612,Petal,58.385497,Flower organs,Petal;Gynoecium;Root tip;Seed 10 dap;Embryo;Flower bud 2;Seed 5 dap;Flower 2;Flower 1;Flower bud 3;Flower bud 1;Flower bud 4;Androecium;Root Hair;Nodule;Sepal;Seed 20 dap;Young leaf;Flower 3;Pod Shell;Pedicel;Mature leaf;Seed Coat;Germinating Seedling;Shoot;Flower 5;SAM;Endosperm;Bracteole;Flower 4;Seed 30 dap;Root,32,cicar.CDCFrontier.gnm2.ann1.Ca_23532,chr08,cicar.CDCFrontier.gnm2.chr08,5982973,5992939,-,9967,Subunit of Retromer complex n=1 Tax=Volvox carteri RepID=D8U9T4_VOLCA,"Subunit of Retromer complex n=1 Tax=Volvox carteri RepID=D8U9T4_VOLCA; IPR005378 (Vacuolar protein sorting-associated protein 35, Vps35), IPR016024 (Armadillo-type fold); GO:0005488 (binding), GO:0015031 (protein transport), GO:0030904 (retromer complex)","GO:0005488,GO:0015031,GO:0030904,GO:0042147",IPR005378;IPR016024,PF03635,PTHR11099,NA,NA,SSF48371,NA,"InterPro:IPR005378,InterPro:IPR016024,PANTHER:PTHR11099,PIR:PIRSF009375,Pfam:PF03635,Superfamily:SSF48371",NA,PTHR11099,PF03635,NA,SSF48371,NA,NA,NA,NA,NA,PIRSF009375,Vacuolar protein sorting-associated protein 35,1,4,4,6,PF03635,PTHR11099,NA,NA,SSF48371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,18.321725,58.385497,37.278288625,34.786443500000004,10.922909474564783,0.29300994969065003,Petal,Ubiquitous,0.6661862894333113
Ca_02974,0.3557409722050527,Flower 5,51.893862,Flower organs,Flower 5;Pod Shell;Root Hair;Root;Seed 5 dap;Seed 30 dap;Flower 4;Germinating Seedling;Flower 3;Seed 10 dap;Seed 20 dap;Pedicel;Nodule;Gynoecium;Shoot;Seed Coat;Petal;Flower 2;Flower bud 1;SAM;Root tip;Sepal;Flower bud 2;Flower bud 3;Flower 1;Mature leaf;Flower bud 4;Embryo;Androecium;Endosperm;Bracteole;Young leaf,32,cicar.CDCFrontier.gnm2.ann1.Ca_02974,chr02,cicar.CDCFrontier.gnm2.chr02,365501,371125,-,5625,vacuolar protein sorting-associated protein 27-like isoform X1 [Glycine max],vacuolar protein sorting-associated protein 27-like isoform X1 [Glycine max]; IPR010820 (Protein of unknown function DUF1421),NA,IPR010820,PF07223,PTHR31805;PTHR31805:SF0,NA,NA,SSF57997,NA,"Coils:Coil,InterPro:IPR010820,PANTHER:PTHR31805,PANTHER:PTHR31805:SF0,Pfam:PF07223,Superfamily:SSF57997",NA,PTHR31805;PTHR31805:SF0,PF07223,NA,SSF57997,NA,NA,Coil,NA,NA,NA,Protein of unknown function (DUF1421),1,4,5,6,PF07223,PTHR31805;PTHR31805:SF0,NA,NA,SSF57997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,13.435578,51.893862,34.009988234375,34.379476999999994,10.559366648356159,0.31047839756920187,Flower 5,Ubiquitous,0.6662193697742546
Ca_16037,0.37478513002129943,Shoot,26.594928,Leaf/Shoot/SAM,Shoot;Gynoecium;Seed 5 dap;Pod Shell;SAM;Seed 10 dap;Flower bud 1;Embryo;Flower 2;Flower 1;Flower bud 2;Flower bud 3;Petal;Flower bud 4;Root tip;Young leaf;Seed Coat;Mature leaf;Flower 3;Flower 5;Germinating Seedling;Nodule;Sepal;Root Hair;Root;Bracteole;Pedicel;Endosperm;Seed 20 dap;Seed 30 dap;Flower 4;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_16037,chr06,cicar.CDCFrontier.gnm2.chr06,5358206,5362477,+,4272,mitochondrial substrate carrier family protein B-like isoform X1 [Glycine max],"mitochondrial substrate carrier family protein B-like isoform X1 [Glycine max]; IPR002067 (Mitochondrial carrier protein), IPR023395 (Mitochondrial carrier domain); GO:0055085 (transmembrane transport)",GO:0055085,IPR002067;IPR018108;IPR023395,PF00153,PTHR24089;PTHR24089:SF24,G3DSA:1.50.40.10,PS50920,SSF103506,NA,"Gene3D:G3DSA:1.50.40.10,InterPro:IPR002067,InterPro:IPR018108,InterPro:IPR023395,PANTHER:PTHR24089,PANTHER:PTHR24089:SF24,PRINTS:PR00926,Pfam:PF00153,Prosite:PS50920,Superfamily:SSF103506",G3DSA:1.50.40.10,PTHR24089;PTHR24089:SF24,PF00153,PS50920,SSF103506,NA,PR00926,NA,NA,NA,NA,Mitochondrial carrier protein;Mitochondrial carrier protein signature;Solute carrier (Solcar) repeat profile.,1,6,7,14,PF00153,PTHR24089;PTHR24089:SF24,G3DSA:1.50.40.10,PS50920,SSF103506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,6.655303,26.594928,16.9390251875,17.146741499999997,4.940890688348462,0.2916868375633887,Shoot,Ubiquitous,0.6664719675846882
Ca_20569,0.3682979045609784,Flower 2,65.886404,Flower organs,Flower 2;Seed 5 dap;Nodule;Flower 3;Flower 1;Flower 4;Seed 10 dap;Petal;Flower 5;Seed Coat;Flower bud 2;Root tip;Flower bud 1;Gynoecium;Flower bud 3;Flower bud 4;Young leaf;Endosperm;SAM;Germinating Seedling;Pedicel;Root Hair;Androecium;Mature leaf;Seed 20 dap;Embryo;Sepal;Pod Shell;Shoot;Bracteole;Seed 30 dap;Root,32,cicar.CDCFrontier.gnm2.ann1.Ca_20569,chr07,cicar.CDCFrontier.gnm2.chr07,10481396,10485741,+,4346,FAS-associated factor 2-like [Glycine max],"FAS-associated factor 2-like [Glycine max]; IPR001012 (UBX), IPR003903 (Ubiquitin interacting motif), IPR009060 (UBA-like); GO:0005515 (protein binding)",GO:0005515,IPR001012;IPR003903;IPR009060,PF00789;PF14555,PTHR23322;PTHR23322:SF3,G3DSA:1.10.8.10;G3DSA:3.10.20.90,PS50033,SSF46934;SSF54236,SM00166;SM00726,"Coils:Coil,Gene3D:G3DSA:1.10.8.10,Gene3D:G3DSA:3.10.20.90,InterPro:IPR001012,InterPro:IPR003903,InterPro:IPR009060,PANTHER:PTHR23322,PANTHER:PTHR23322:SF3,Pfam:PF00789,Pfam:PF14555,Prosite:PS50033,SMART:SM00166,SMART:SM00726,Superfamily:SSF46934,Superfamily:SSF54236",G3DSA:1.10.8.10;G3DSA:3.10.20.90,PTHR23322;PTHR23322:SF3,PF00789;PF14555,PS50033,SSF46934;SSF54236,SM00166;SM00726,NA,Coil,NA,NA,NA,Domain present in ubiquitin-regulatory proteins;UBA-like domain;Ubiquitin-interacting motif.;UBX domain;UBX domain profile.,1,7,12,13,PF00789;PF14555,PTHR23322;PTHR23322:SF3,G3DSA:1.10.8.10;G3DSA:3.10.20.90,PS50033,SSF46934;SSF54236,SM00166;SM00726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,18.277711,65.886404,42.378886484375,39.592794,12.645031248376224,0.29838045067650415,Flower 2,Ubiquitous,0.6666783552374825
Ca_04874,0.3993050907834731,Gynoecium,27.313027,Flower organs,Gynoecium;Seed 10 dap;Shoot;Mature leaf;SAM;Flower bud 1;Flower bud 2;Petal;Young leaf;Seed 5 dap;Seed 30 dap;Flower 3;Embryo;Flower bud 3;Flower 2;Pod Shell;Flower 4;Germinating Seedling;Flower bud 4;Flower 1;Flower 5;Root tip;Pedicel;Sepal;Seed 20 dap;Seed Coat;Bracteole;Root;Nodule;Endosperm;Androecium;Root Hair,32,cicar.CDCFrontier.gnm2.ann1.Ca_04874,chr02,cicar.CDCFrontier.gnm2.chr02,49736868,49741097,-,4230,"GTP-binding protein, HflX","GTP-binding protein, HflX; IPR016496 (GTPase HflX), IPR027417 (P-loop containing nucleoside triphosphate hydrolase); GO:0005525 (GTP binding)",GO:0005525,IPR006073;IPR016496;IPR027417,PF01926,PTHR10229;PTHR10229:SF0,G3DSA:3.40.50.300,NA,SSF52540,NA,"Coils:Coil,Gene3D:G3DSA:3.40.50.300,InterPro:IPR006073,InterPro:IPR016496,InterPro:IPR027417,JCVI_TIGRFAMS:TIGR03156,PANTHER:PTHR10229,PANTHER:PTHR10229:SF0,PRINTS:PR00326,Pfam:PF01926,Superfamily:SSF52540",G3DSA:3.40.50.300,PTHR10229;PTHR10229:SF0,PF01926,NA,SSF52540,NA,PR00326,Coil,TIGR03156,NA,NA,50S ribosome-binding GTPase;GTP_HflX: GTP-binding protein HflX;GTP1/OBG GTP-binding protein family signature,1,7,8,11,PF01926,PTHR10229;PTHR10229:SF0,G3DSA:3.40.50.300,NA,SSF52540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,8.373939,27.313027,16.747615984375,16.230777500000002,4.479479895468008,0.2674697043237212,Gynoecium,Ubiquitous,0.6667747951071943
Ca_04496,0.36154742876493834,Shoot,28.371747,Leaf/Shoot/SAM,Shoot;Flower bud 2;Gynoecium;Flower 3;Seed 5 dap;Flower bud 1;Flower 2;Seed 10 dap;Flower bud 3;SAM;Flower 1;Root;Flower 5;Mature leaf;Flower bud 4;Germinating Seedling;Flower 4;Pod Shell;Young leaf;Root Hair;Embryo;Petal;Bracteole;Seed Coat;Sepal;Root tip;Seed 30 dap;Pedicel;Endosperm;Nodule;Androecium;Seed 20 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_04496,chr02,cicar.CDCFrontier.gnm2.chr02,43280832,43283626,+,2795,RNA-binding protein 48 isoform X3 [Glycine max],"RNA-binding protein 48 isoform X3 [Glycine max]; IPR012677 (Nucleotide-binding, alpha-beta plait); GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding)","GO:0000166,GO:0003676",IPR000504;IPR012677,PF13893,PTHR20957;PTHR20957:SF0,G3DSA:3.30.70.330,PS50102,SSF54928,NA,"Gene3D:G3DSA:3.30.70.330,InterPro:IPR000504,InterPro:IPR012677,PANTHER:PTHR20957,PANTHER:PTHR20957:SF0,Pfam:PF13893,Prosite:PS50102,Superfamily:SSF54928",G3DSA:3.30.70.330,PTHR20957;PTHR20957:SF0,PF13893,PS50102,SSF54928,NA,NA,NA,NA,NA,NA,"Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",1,5,6,6,PF13893,PTHR20957;PTHR20957:SF0,G3DSA:3.30.70.330,PS50102,SSF54928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,6.448641,28.371747,18.434568953125,17.892519,5.639343831630926,0.3059113476409739,Shoot,Ubiquitous,0.6674587764059122
Ca_12848,0.3733164227447473,Seed 10 dap,47.343907,Seed/Pod,Seed 10 dap;Embryo;Seed Coat;Seed 5 dap;Young leaf;Bracteole;Flower 5;Pod Shell;SAM;Flower bud 2;Root Hair;Mature leaf;Germinating Seedling;Sepal;Root tip;Flower bud 1;Flower bud 3;Flower 1;Flower 2;Flower bud 4;Gynoecium;Flower 3;Petal;Shoot;Pedicel;Flower 4;Endosperm;Seed 20 dap;Root;Seed 30 dap;Nodule;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_12848,chr05,cicar.CDCFrontier.gnm2.chr05,44694231,44694809,-,579,molybdopterin synthase catalytic subunit-like isoform X2 [Glycine max],"molybdopterin synthase catalytic subunit-like isoform X2 [Glycine max]; IPR003448 (Molybdopterin biosynthesis MoaE); GO:0005829 (cytosol), GO:0006777 (Mo-molybdopterin cofactor biosynthetic process), GO:0019008 (molybdopterin synthase complex), GO:0030366 (Mo-molybdopterin synthase activity)","GO:0005829,GO:0006777,GO:0019008,GO:0030366",IPR003448;IPR028888,PF02391,PTHR23404;PTHR23404:SF2,G3DSA:3.90.1170.40,NA,SSF54690,NA,"Gene3D:G3DSA:3.90.1170.40,HAMAP:MF_03052,InterPro:IPR003448,InterPro:IPR028888,PANTHER:PTHR23404,PANTHER:PTHR23404:SF2,Pfam:PF02391,Superfamily:SSF54690",G3DSA:3.90.1170.40,PTHR23404;PTHR23404:SF2,PF02391,NA,SSF54690,NA,NA,NA,NA,MF_03052,NA,MoaE protein;Molybdopterin synthase catalytic subunit [cnxH].,1,5,6,6,PF02391,PTHR23404;PTHR23404:SF2,G3DSA:3.90.1170.40,NA,SSF54690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,7.575594,47.343907,30.2219695625,30.9954975,8.902245899878702,0.29456206953913355,Seed 10 dap,Ubiquitous,0.6678784922838809
Ca_00033,0.36177004209483415,Flower bud 1,50.08545,Flower organs,Flower bud 1;Flower bud 2;Flower 2;Flower 1;Flower 3;Seed 5 dap;Flower bud 3;Flower bud 4;Seed 10 dap;Gynoecium;SAM;Flower 5;Pod Shell;Mature leaf;Shoot;Petal;Young leaf;Germinating Seedling;Embryo;Androecium;Root Hair;Pedicel;Bracteole;Sepal;Root;Flower 4;Seed 20 dap;Seed Coat;Endosperm;Root tip;Nodule;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_00033,chr01,cicar.CDCFrontier.gnm2.chr01,301641,307787,-,6147,regulator of nonsense transcripts UPF3-like isoform X2 [Glycine max],"regulator of nonsense transcripts UPF3-like isoform X2 [Glycine max]; IPR005120 (Regulator of nonsense-mediated decay, UPF3); GO:0000166 (nucleotide binding)",GO:0000166,IPR005120;IPR012677,PF03467,PTHR13112;PTHR13112:SF0,G3DSA:3.30.70.330,NA,SSF54928,NA,"Gene3D:G3DSA:3.30.70.330,InterPro:IPR005120,InterPro:IPR012677,PANTHER:PTHR13112,PANTHER:PTHR13112:SF0,Pfam:PF03467,Superfamily:SSF54928",G3DSA:3.30.70.330,PTHR13112;PTHR13112:SF0,PF03467,NA,SSF54928,NA,NA,NA,NA,NA,NA,Smg-4/UPF3 family,1,4,5,5,PF03467,PTHR13112;PTHR13112:SF0,G3DSA:3.30.70.330,NA,SSF54928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,15.939259,50.08545,32.532266375,30.870406000000003,9.982648482929438,0.30685376689896965,Flower bud 1,Ubiquitous,0.6686238089938038
Ca_17329,0.33614550299070356,Seed Coat,38.462672,Seed/Pod,Seed Coat;Flower 4;Nodule;Flower bud 2;Petal;Germinating Seedling;Seed 10 dap;Flower 3;Flower 5;Flower bud 3;Flower bud 1;SAM;Flower 2;Root;Seed 5 dap;Young leaf;Flower 1;Endosperm;Pedicel;Mature leaf;Flower bud 4;Gynoecium;Embryo;Bracteole;Shoot;Pod Shell;Root tip;Seed 20 dap;Sepal;Seed 30 dap;Androecium;Root Hair,32,cicar.CDCFrontier.gnm2.ann1.Ca_17329,chr06,cicar.CDCFrontier.gnm2.chr06,18071696,18073325,+,1630,unknown protein,unknown protein; Has 24 Blast hits to 24 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,5.11367,38.462672,25.93765071875,27.872567,8.626368752062842,0.3325809590699341,Seed Coat,Ubiquitous,0.6687264620606377
Ca_02310,0.3966352304196151,SAM,373.322351,Leaf/Shoot/SAM,SAM;Flower bud 2;Flower bud 1;Flower 4;Seed 5 dap;Seed 10 dap;Flower 3;Flower 5;Flower bud 3;Gynoecium;Flower 2;Flower bud 4;Germinating Seedling;Nodule;Root tip;Flower 1;Young leaf;Petal;Seed Coat;Androecium;Pod Shell;Root;Endosperm;Sepal;Mature leaf;Embryo;Shoot;Root Hair;Pedicel;Bracteole;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_02310,chr01,cicar.CDCFrontier.gnm2.chr01,48904155,48907990,+,3836,RING-box 1,"RING-box 1; IPR013083 (Zinc finger, RING/FYVE/PHD-type); GO:0005515 (protein binding), GO:0008270 (zinc ion binding)","GO:0005515,GO:0008270",IPR001841;IPR013083;IPR024766,PF12678,PTHR11210;PTHR11210:SF2,G3DSA:3.30.40.10,PS50089,SSF57850,NA,"Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR024766,PANTHER:PTHR11210,PANTHER:PTHR11210:SF2,Pfam:PF12678,Prosite:PS50089,Superfamily:SSF57850",G3DSA:3.30.40.10,PTHR11210;PTHR11210:SF2,PF12678,PS50089,SSF57850,NA,NA,NA,NA,NA,NA,RING-H2 zinc finger;Zinc finger RING-type profile.,1,5,6,6,PF12678,PTHR11210;PTHR11210:SF2,G3DSA:3.30.40.10,PS50089,SSF57850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,78.521197,373.322351,229.8768291875,233.97439200000002,62.61280795088023,0.27237546373066523,SAM,Ubiquitous,0.6690106941502804
Ca_11631,0.361654238693838,Embryo,29.181149,Seed/Pod,Embryo;Root;Root Hair;Seed 10 dap;Flower 3;Flower bud 1;Germinating Seedling;Seed 5 dap;Gynoecium;Nodule;SAM;Flower 2;Root tip;Petal;Flower 5;Flower bud 2;Pod Shell;Shoot;Flower bud 3;Mature leaf;Flower 4;Flower 1;Pedicel;Seed Coat;Flower bud 4;Young leaf;Sepal;Bracteole;Endosperm;Seed 20 dap;Androecium,31,cicar.CDCFrontier.gnm2.ann1.Ca_11631,chr04,cicar.CDCFrontier.gnm2.chr04,60674546,60678828,+,4283,Class II aminoacyl-tRNA and biotin synthetases superfamily protein,"Class II aminoacyl-tRNA and biotin synthetases superfamily protein; IPR018150 (Aminoacyl-tRNA synthetase, class II (D/K/N)-like); GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0004812 (aminoacyl-tRNA ligase activity), GO:0004815 (aspartate-tRNA ligase activity), GO:0005524 (ATP binding), GO:0005737 (cytoplasm), GO:0006418 (tRNA aminoacylation for protein translation), GO:0006422 (aspartyl-tRNA aminoacylation)","GO:0000166,GO:0003676,GO:0004812,GO:0004815,GO:0005524,GO:0005737,GO:0006418,GO:0006422",IPR002312;IPR004364;IPR004365;IPR004523;IPR006195;IPR012340;IPR018150,PF00152;PF01336,PTHR22594;PTHR22594:SF10,G3DSA:2.40.50.140;G3DSA:3.30.930.10,PS50862,SSF50249;SSF55681,NA,"Coils:Coil,Gene3D:G3DSA:2.40.50.140,Gene3D:G3DSA:3.30.930.10,InterPro:IPR002312,InterPro:IPR004364,InterPro:IPR004365,InterPro:IPR004523,InterPro:IPR006195,InterPro:IPR012340,InterPro:IPR018150,JCVI_TIGRFAMS:TIGR00458,PANTHER:PTHR22594,PANTHER:PTHR22594:SF10,PRINTS:PR01042,Pfam:PF00152,Pfam:PF01336,Prosite:PS50862,Superfamily:SSF50249,Superfamily:SSF55681",G3DSA:2.40.50.140;G3DSA:3.30.930.10,PTHR22594;PTHR22594:SF10,PF00152;PF01336,PS50862,SSF50249;SSF55681,NA,PR01042,Coil,TIGR00458,NA,NA,"Aminoacyl-transfer RNA synthetases class-II family profile.;Aspartyl-tRNA synthetase signature;aspS_nondisc: aspartate--tRNA(Asn) ligase;OB-fold nucleic acid binding domain;tRNA synthetases class II (D, K and N)",1,8,12,15,PF00152;PF01336,PTHR22594;PTHR22594:SF10,G3DSA:2.40.50.140;G3DSA:3.30.930.10,PS50862,SSF50249;SSF55681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,4.573259500000001,29.181149,18.95745921875,19.358613,5.828478048142386,0.3074503803957912,Embryo,Ubiquitous,0.6691046190896293
Ca_13848,0.3680055884214501,Petal,91.847138,Flower organs,Petal;Seed 10 dap;Root tip;Gynoecium;Seed 5 dap;Flower bud 1;Flower bud 3;Flower 1;Flower bud 2;Embryo;Nodule;Flower 2;Pod Shell;Flower bud 4;Root Hair;Shoot;Young leaf;Endosperm;SAM;Flower 3;Mature leaf;Seed 20 dap;Seed Coat;Androecium;Germinating Seedling;Sepal;Pedicel;Flower 5;Seed 30 dap;Bracteole;Root;Flower 4,32,cicar.CDCFrontier.gnm2.ann1.Ca_13848,chr05,cicar.CDCFrontier.gnm2.chr05,63330757,63347532,+,16776,ubiquitin carboxyl-terminal hydrolase-like protein,"ubiquitin carboxyl-terminal hydrolase-like protein; IPR008974 (TRAF-like), IPR024729 (ICP0-binding domain of Ubiquitin-specific protease 7), IPR028889 (Ubiquitin carboxyl-terminal hydrolase-like domain); GO:0005515 (protein binding), GO:0006511 (ubiquitin-dependent protein catabolic process)","GO:0005515,GO:0006511",IPR001394;IPR002083;IPR008974;IPR018200;IPR024729;IPR028889,PF00443;PF00917;PF12436;PF14533,PTHR24619;PTHR24619:SF80,G3DSA:2.20.210.10;G3DSA:2.60.210.10,PS00972;PS00973;PS50144;PS50235,SSF49599;SSF54001,SM00061,"Coils:Coil,Gene3D:G3DSA:2.20.210.10,Gene3D:G3DSA:2.60.210.10,InterPro:IPR001394,InterPro:IPR002083,InterPro:IPR008974,InterPro:IPR018200,InterPro:IPR024729,InterPro:IPR028889,PANTHER:PTHR24619,PANTHER:PTHR24619:SF80,Pfam:PF00443,Pfam:PF00917,Pfam:PF12436,Pfam:PF14533,Prosite:PS00972,Prosite:PS00973,Prosite:PS50144,Prosite:PS50235,SMART:SM00061,Superfamily:SSF49599,Superfamily:SSF54001",G3DSA:2.20.210.10;G3DSA:2.60.210.10,PTHR24619;PTHR24619:SF80,PF00443;PF00917;PF12436;PF14533,PS00972;PS00973;PS50144;PS50235,SSF49599;SSF54001,SM00061,NA,Coil,NA,NA,NA,ICP0-binding domain of Ubiquitin-specific protease 7;MATH domain;MATH/TRAF domain profile.;meprin and TRAF homology;Ubiquitin-specific protease C-terminal;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolases family 2 profile.;Ubiquitin carboxyl-terminal hydrolases family 2 signature 1.;Ubiquitin carboxyl-terminal hydrolases family 2 signature 2.,1,8,16,16,PF00443;PF00917;PF12436;PF14533,PTHR24619;PTHR24619:SF80,G3DSA:2.20.210.10;G3DSA:2.60.210.10,PS00972;PS00973;PS50144;PS50235,SSF49599;SSF54001,SM00061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,28.10763,91.847138,59.1031360625,57.4188795,17.800235689237393,0.3011724398247517,Petal,Ubiquitous,0.6691780282462019
Ca_04733,0.34594402584732503,Petal,67.104407,Flower organs,Petal;Flower 3;Pod Shell;Flower 2;Flower 1;Root;Flower bud 2;Flower bud 3;Flower bud 4;Pedicel;Seed Coat;Seed 20 dap;Seed 10 dap;Flower bud 1;Androecium;Gynoecium;Seed 5 dap;Germinating Seedling;Flower 4;Flower 5;Root tip;Nodule;Sepal;SAM;Embryo;Root Hair;Endosperm;Shoot;Seed 30 dap;Mature leaf;Bracteole;Young leaf,32,cicar.CDCFrontier.gnm2.ann1.Ca_04733,chr02,cicar.CDCFrontier.gnm2.chr02,47980558,47981839,-,1282,ethylene-responsive transcription factor 3 [Glycine max],"ethylene-responsive transcription factor 3 [Glycine max]; IPR016177 (DNA-binding domain); GO:0003677 (DNA binding), GO:0003700 (sequence-specific DNA binding transcription factor activity)","GO:0003677,GO:0003700,GO:0006355",IPR001471;IPR016177,PF00847,PTHR31677,G3DSA:3.30.730.10,PS51032,SSF54171,SM00380,"Gene3D:G3DSA:3.30.730.10,InterPro:IPR001471,InterPro:IPR016177,PANTHER:PTHR31677,PRINTS:PR00367,Pfam:PF00847,Prosite:PS51032,SMART:SM00380,Superfamily:SSF54171",G3DSA:3.30.730.10,PTHR31677,PF00847,PS51032,SSF54171,SM00380,PR00367,NA,NA,NA,NA,AP2 domain;AP2/ERF domain profile.;DNA-binding domain in plant proteins such as APETALA2 and EREBPs;Ethylene responsive element binding protein signature,1,7,7,8,PF00847,PTHR31677,G3DSA:3.30.730.10,PS51032,SSF54171,SM00380,ERF,High_confidence,FALSE,FALSE,1,1,LOC101510116,XP_004491090.1,100,100,429,32,32,16.666986,67.104407,44.6154873125,47.864636000000004,14.425630751723585,0.3233323587991368,Petal,Ubiquitous,0.6692763846464618
